SAMPLE_ID,SAMPLE_NAME,IGSN,SAMPLE_TYPE,LATITUDE,LONGITUDE,ELEVATION_MIN,ELEVATION_MAX,TECTONIC_SETTING,ROCK NAME,REFERENCE,METHOD,EXPEDITION ID,SiO2,TiO2,Al2O3,Cr2O3,Fe2O3,Fe2O3T,FeO,FeOT,NiO,MnO,MgO,CaO,SrO,Na2O,K2O,P2O5,BaO,LOI,H2O,H2OM,H2OP,V2O3,V2O5,Fe,Sr87_Sr86,Sr87_Sr86(I),Rb87_Sr86,E_Sr,Nd143_Nd144,Sm147_Nd144,E_Nd,Pb206_Pb204,Pb207_Pb204,Pb208_Pb204,Hf176_Hf177,Lu176_Hf177,E_Hf,Re187_Os188,Os187_Os188,Os187_Os188(I),Be9,Be10,Be10_Be9,Sr87_Sr86(T),E_Tl,Ar40,Ar40_RG,Ar40_Ar36,Ar40_Ar39,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,CO2,F,Cl,Pa231,U234_U238_ACTIVITY,U238_Th230,U238_Th232_ACTIVITY,Th230_Th232,Th230_Th232_ACTIVITY,Th230_U238_ACTIVITY,Ra226,Ra226_ACTIVITY,Ra226_Th230,Ra226_Th230_ACTIVITY,Pa231_U235_ACTIVITY,Pb210,U238_Th230_ACTIVITY,Ag,As,Au,B,Ba,Be,Bi,Ca,Cd,Co,Cr,Cs,Cu,Ga,Ge,Hf,Hg,K,Li,Mo,Na,Nb,Ni,Os,Pb,Rb,Re,S,Sb,Sc,Se,Sn,Sr,Ta,Th,Ti,Tl,U,V,W,Y,Zn,Zr,DELTA_B11,DELTA_D,DELTA_O18,AB[EM],AN[EM],OR[EM],FO[EM],FA[EM],EN[EM],FS[EM],WO[EM],TEMP,Age,OL[MODE],CPX[MODE],OPX[MODE],PLAG[MODE],OPAQ[MODE],MT[MODE],GM[MODE],VES[MODE],AMPH[MODE],FETI-OX[MODE],HORN[MODE],OX[MODE],PYR,SP[MODE],TI-MT[MODE]
PETDB-2551-K-2054,K-2054,,Whole Rock,58.21,-155.07,,,VOLCANIC_ARC,DACITE,"HILDRETH, 2000[2551]",IGN[67667],,63.73,0.66,16.36,,,,,5.51,,0.12,2.47,5.17,,3.94,1.48,0.17,,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,289.0,,,,,,,,,,124.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PETDB-2551-K-2054-I,K-2054-I,,Whole Rock,58.21,-155.07,,,VOLCANIC_ARC,ANDESITE,"HILDRETH, 2000[2551]",XRF-EDS[63623],,57.74,0.8,17.77,,,,,7.4,,0.13,3.94,7.05,,3.61,0.98,0.18,,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,,,,,,,369.0,,,,,,,,,,89.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PETDB-2551-K-2146,K-2146,,Whole Rock,58.22,-155.12,,,VOLCANIC_ARC,DACITE,"HILDRETH, 2000[2551]",XRF[61591],,64.21,0.66,16.01,,,,,5.24,,0.12,2.24,5.19,,4.13,1.64,0.16,,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,,,,,,,269.0,,,,,,,,,,153.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PETDB-2551-K-2147,K-2147,,Whole Rock,58.22,-155.12,,,VOLCANIC_ARC,DACITE,"HILDRETH, 2000[2551]",XRF[61591],,63.77,0.68,16.01,,,,,5.51,,0.12,2.39,5.31,,4.03,1.61,0.17,,-0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,,,,,,,261.0,,,,,,,,,,156.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PETDB-2551-K-2148,K-2148,,Whole Rock,58.22,-155.12,,,VOLCANIC_ARC,DACITE,"HILDRETH, 2000[2551]",XRF[61591],,63.46,0.7,15.96,,,,,5.69,,0.12,2.53,5.4,,4.0,1.57,0.16,,-0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.0,,,,,,,257.0,,,,,,,,,,152.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PETDB-2551-K-2149,K-2149,,Whole Rock,58.22,-155.12,,,VOLCANIC_ARC,DACITE,"HILDRETH, 2000[2551]",XRF[61591],,62.58,0.72,16.14,,,,,5.89,,0.12,2.74,5.78,,3.92,1.51,0.21,,-0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,265.0,,,,,,,,,,143.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PETDB-2551-K-2159,K-2159,,Whole Rock,58.22,-155.12,,,VOLCANIC_ARC,DACITE,"HILDRETH, 2000[2551]",XRF[61591],,61.5,0.72,16.35,,,,,6.17,,0.13,3.1,6.2,,3.8,1.42,0.2,,-0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.0,,,,,,,294.0,,,,,,,,,,132.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PETDB-2551-K-2165,K-2165,,Whole Rock,58.28,-155.12,,,VOLCANIC_ARC,DACITE,"HILDRETH, 2000[2551]",XRF[61591],,61.12,0.68,16.76,,,,,6.33,,0.13,3.15,6.3,,3.72,1.25,0.17,,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,,,,,,,329.0,,,,,,,,,,114.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PETDB-2551-K-2166,K-2166,,Whole Rock,58.23,-155.07,,,VOLCANIC_ARC,ANDESITE,"HILDRETH, 2000[2551]",XRF[61591],,61.61,0.69,16.71,,,,,6.15,,0.13,3.03,6.03,,3.77,1.29,0.18,,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,,,,,,,332.0,,,,,,,,,,117.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PETDB-2551-K-2172,K-2172,,Whole Rock,58.22,-155.12,,,VOLCANIC_ARC,DACITE,"HILDRETH, 2000[2551]",XRF[61591],,61.47,0.73,16.43,,,,,6.14,,0.13,3.0,6.28,,3.82,1.42,0.19,,-0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,300.0,,,,,,,,,,133.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PETDB-2551-K-2173,K-2173,,Whole Rock,58.22,-155.12,,,VOLCANIC_ARC,DACITE,"HILDRETH, 2000[2551]",XRF-EDS[63623],,61.4,0.72,16.39,,,,,6.19,,0.13,3.2,6.31,,3.69,1.4,0.17,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.0,,,,,,,292.0,,,,,,,,,,136.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PETDB-2551-K-2174,K-2174,,Whole Rock,58.22,-155.12,,,VOLCANIC_ARC,DACITE,"HILDRETH, 2000[2551]",XRF-EDS[63623],,60.26,0.75,16.56,,,,,6.53,,0.13,3.44,6.71,,3.7,1.32,0.2,,-0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,302.0,,,,,,,,,,127.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PETDB-2551-K-2175,K-2175,,Whole Rock,58.22,-155.12,,,VOLCANIC_ARC,DACITE,"HILDRETH, 2000[2551]",XRF[61591],,61.12,0.73,16.66,,,,,6.19,,0.13,3.08,6.48,,3.66,1.37,0.17,,-0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.0,,,,,,,301.0,,,,,,,,,,133.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PETDB-2551-K-2176,K-2176,,Whole Rock,58.22,-155.12,,,VOLCANIC_ARC,ANDESITE,"HILDRETH, 2000[2551]",XRF[61591],,58.28,0.77,17.01,,,,,7.03,,0.14,4.01,7.55,,3.45,1.14,0.23,,-0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,,,,,,,350.0,,,,,,,,,,108.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PETDB-2551-K-2177,K-2177,,Whole Rock,58.22,-155.12,,,VOLCANIC_ARC,DACITE,"HILDRETH, 2000[2551]",XRF[61591],,65.02,0.66,15.79,,,,,5.16,,0.11,2.07,4.87,,4.05,1.7,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0,,,,,,,271.0,,,,,,,,,,163.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PETDB-2551-K-2178,K-2178,,Whole Rock,58.22,-155.12,,,VOLCANIC_ARC,DACITE,"HILDRETH, 2000[2551]",IGN[67667],,61.9,0.72,16.32,,,,,6.02,,0.13,2.97,6.07,,3.82,1.46,0.2,,-0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.0,,,,,,,288.0,,,,,,,,,,137.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PETDB-2551-K-2204,K-2204,,Whole Rock,58.2,-155.25,,,VOLCANIC_ARC,DACITE,"HILDRETH, 2000[2551]",XRF[61591],,63.56,0.82,16.26,,,,,5.64,,0.16,1.99,5.09,,4.5,1.31,0.28,,2.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,,,,,,,300.0,,,,,,,,,,98.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PETDB-2551-K-2204B,K-2204B,,Whole Rock,58.2,-155.25,,,VOLCANIC_ARC,RHYODACITE,"HILDRETH, 2000[2551]",XRF[61591],,70.92,0.5,15.08,,,,,2.67,,0.14,0.73,2.44,,5.28,1.69,0.14,,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.0,,,,,,,246.0,,,,,,,,,,135.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PETDB-2551-K-2224,K-2224,,Whole Rock,58.23,-155.02,,,VOLCANIC_ARC,ANDESITE,"HILDRETH, 2000[2551]",XRF[61591],,61.72,0.68,16.65,,,,,6.16,,0.13,3.09,6.21,,3.47,1.3,0.18,,2.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000000000196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,,,,,,,294.0,,,,,,,,,,102.0,,,,,,,,,,,,,73.0,,,,,,,,,,,,,,,
PETDB-2551-K-2225,K-2225,,Whole Rock,58.23,-155.07,,,VOLCANIC_ARC,ANDESITE,"HILDRETH, 2000[2551]",XRF[61591],,63.41,0.62,16.21,,,,,5.55,,0.11,2.62,5.58,,3.8,1.54,0.16,,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.0,,,,,,,295.0,,,,,,,,,,116.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PETDB-2551-K-2226,K-2226,,Whole Rock,58.23,-155.02,,,VOLCANIC_ARC,ANDESITE,"HILDRETH, 2000[2551]",XRF-EDS[63623],,61.67,0.7,16.36,,,,,6.42,,0.13,2.89,6.13,,3.77,1.36,0.18,,1.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,,,,,,,291.0,,,,,,,,,,105.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PETDB-2551-K-2227,K-2227,,Whole Rock,58.23,-155.02,,,VOLCANIC_ARC,DACITE,"HILDRETH, 2000[2551]",IGN[67667],,64.68,0.61,15.88,,,,,5.2,,0.12,2.25,5.09,,3.88,1.7,0.19,,1.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,,,,,,,258.0,,,,,,,,,,126.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PETDB-2551-K-2227R,K-2227R,,Whole Rock,58.23,-155.02,,,VOLCANIC_ARC,DACITE,"HILDRETH, 2000[2551]",XRF[61591],,64.68,0.61,15.85,,,,,5.27,,0.12,2.34,5.16,,3.72,1.69,0.16,,1.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.0,,,,,,,251.0,,,,,,,,,,123.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PETDB-2551-K-2228,K-2228,,Whole Rock,58.23,-155.02,,,VOLCANIC_ARC,DACITE,"HILDRETH, 2000[2551]",XRF[61591],,65.17,0.6,15.87,,,,,5.1,,0.12,2.2,4.95,,4.0,1.45,0.16,,1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,,,,,,,256.0,,,,,,,,,,133.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PETDB-2551-K-2240,K-2240,,Whole Rock,58.23,-155.07,,,VOLCANIC_ARC,ANDESITE,"HILDRETH, 2000[2551]",XRF-EDS[63623],,60.39,0.72,16.87,,,,,6.54,,0.13,3.39,6.41,,3.75,1.19,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,,,,,,,341.0,,,,,,,,,,110.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PETDB-2551-K-2241,K-2241,,Whole Rock,58.23,-155.07,,,VOLCANIC_ARC,ANDESITE,"HILDRETH, 2000[2551]",XRF-EDS[63623],,60.52,0.74,16.7,,,,,6.39,,0.13,3.22,6.62,,3.75,1.34,0.19,,-0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.0,,,,,,,311.0,,,,,,,,,,134.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PETDB-2551-K-2450,K-2450,,Whole Rock,58.28,-155.12,,,VOLCANIC_ARC,DACITE,"HILDRETH, 2000[2551]",IGN[67667],,62.96,0.65,16.44,,,,,5.54,,0.12,2.75,5.73,,3.88,1.33,0.21,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,,,,,,,312.0,,,,,,,,,,122.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PETDB-2551-K-2451,K-2451,,Whole Rock,58.28,-155.12,,,VOLCANIC_ARC,DACITE,"HILDRETH, 2000[2551]",IGN[67667],,61.3,0.68,16.55,,,,,6.25,,0.13,3.18,6.29,,3.76,1.23,0.22,,-0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,,,,,,,320.0,,,,,,,,,,111.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PETDB-2551-K-2452,K-2452,,Whole Rock,58.28,-155.12,,,VOLCANIC_ARC,DACITE,"HILDRETH, 2000[2551]",XRF-EDS[63623],,62.15,0.67,16.52,,,,,6.0,,0.13,2.97,6.04,,3.67,1.29,0.17,,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,318.0,,,,,,,,,,115.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PETDB-2551-K-2452-I,K-2452-I,,Whole Rock,58.28,-155.12,,,VOLCANIC_ARC,ANDESITE,"HILDRETH, 2000[2551]",XRF[61591],,54.84,0.7,18.24,,,,,7.75,,0.15,5.04,9.05,,2.91,0.78,0.14,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,365.0,,,,,,,,,,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PETDB-2551-K-2456A-I,K-2456A-I,,Whole Rock,58.26,-155.22,,,VOLCANIC_ARC,ANDESITE,"HILDRETH, 2000[2551]",XRF[61591],,56.9,0.85,17.52,,,,,8.58,,0.19,4.08,7.06,,3.6,0.74,0.08,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,,,,,,,353.0,,,,,,,,,,53.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PETDB-2551-K-2456B-I,K-2456B-I,,Whole Rock,58.26,-155.22,,,VOLCANIC_ARC,ANDESITE,"HILDRETH, 2000[2551]",XRF[61591],,56.72,0.78,17.84,,,,,7.97,,0.16,4.14,7.67,,3.14,1.04,0.15,,1.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,,,,,,,294.0,,,,,,,,,,76.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PETDB-2551-K-2457A-I,K-2457A-I,,Whole Rock,58.23,-155.07,,,VOLCANIC_ARC,ANDESITE,"HILDRETH, 2000[2551]",XRF-EDS[63623],,56.48,0.78,17.79,,,,,7.83,,0.16,4.45,7.96,,3.13,0.86,0.17,,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,,,,,,,388.0,,,,,,,,,,81.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PETDB-2551-K-2457B-I,K-2457B-I,,Whole Rock,58.23,-155.07,,,VOLCANIC_ARC,ANDESITE,"HILDRETH, 2000[2551]",IGN[67667],,56.85,0.84,17.92,,,,,7.78,,0.18,4.07,7.64,,3.35,0.8,0.18,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,,,,,,,378.0,,,,,,,,,,71.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PETDB-2551-K-2458,K-2458,,Whole Rock,58.23,-155.07,,,VOLCANIC_ARC,ANDESITE,"HILDRETH, 2000[2551]",XRF[61591],,58.46,0.69,16.64,,,,,6.71,,0.13,4.53,7.78,,3.33,1.15,0.19,,-0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,,,,,,,360.0,,,,,,,,,,93.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PETDB-2551-K-2485,K-2485,,Whole Rock,58.21,-155.07,,,VOLCANIC_ARC,DACITE,"HILDRETH, 2000[2551]",IGN[67667],,64.4,0.63,16.08,,,,,5.29,,0.12,2.27,5.01,,4.05,1.55,0.21,,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,,,,,,,279.0,,,,,,,,,,128.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PETDB-2551-K-2485A,K-2485A,,Whole Rock,58.21,-155.07,,,VOLCANIC_ARC,DACITE,"HILDRETH, 2000[2551]",XRF-EDS[63623],,63.36,0.66,16.45,,,,,5.63,,0.12,2.53,5.24,,3.93,1.45,0.22,,0.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,282.0,,,,,,,,,,121.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PETDB-2551-K-2486,K-2486,,Whole Rock,58.21,-155.07,,,VOLCANIC_ARC,DACITE,"HILDRETH, 2000[2551]",XRF-EDS[63623],,63.32,0.67,16.34,,,,,5.64,,0.12,2.65,5.21,,3.97,1.47,0.22,,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,,,,,,,294.0,,,,,,,,,,125.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PETDB-2551-K-2489A,K-2489A,,Whole Rock,58.2,-155.25,,,VOLCANIC_ARC,DACITE,"HILDRETH, 2000[2551]",XRF[61591],,70.66,0.52,15.34,,,,,2.7,,0.14,0.77,2.53,,4.87,1.86,0.21,,4.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.0,,,,,,,249.0,,,,,,,,,,138.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PETDB-2551-K-2489B,K-2489B,,Whole Rock,58.2,-155.25,,,VOLCANIC_ARC,DACITE,"HILDRETH, 2000[2551]",IGN[67667],,63.58,0.82,16.46,,,,,5.33,,0.15,2.02,5.24,,4.37,1.31,0.31,,2.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,,,,,,,313.0,,,,,,,,,,104.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PETDB-2551-K-2489C,K-2489C,,Whole Rock,58.2,-155.25,,,VOLCANIC_ARC,DACITE,"HILDRETH, 2000[2551]",XRF-EDS[63623],,63.89,0.81,16.45,,,,,5.36,,0.16,1.99,5.0,,4.34,1.29,0.31,,3.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,,,,,,,318.0,,,,,,,,,,101.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PETDB-2551-K-2491A,K-2491A,,Whole Rock,58.2,-155.25,,,VOLCANIC_ARC,DACITE,"HILDRETH, 2000[2551]",XRF-EDS[63623],,67.52,0.76,16.27,,,,,3.35,,0.09,0.81,3.55,,5.5,1.43,0.31,,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,,,,,,,320.0,,,,,,,,,,129.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PETDB-2551-K-2491B,K-2491B,,Whole Rock,58.2,-155.25,,,VOLCANIC_ARC,DACITE,"HILDRETH, 2000[2551]",XRF[61591],,57.57,0.99,16.75,,,,,8.57,,0.18,3.38,7.43,,3.59,0.95,0.18,,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,,,,,,,334.0,,,,,,,,,,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PETDB-2551-K-2491C,K-2491C,,Whole Rock,58.2,-155.25,,,VOLCANIC_ARC,RHYODACITE,"HILDRETH, 2000[2551]",IGN[67667],,71.83,0.42,15.02,,,,,2.36,,0.14,0.6,2.19,,5.02,1.91,0.13,,1.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.0,,,,,,,239.0,,,,,,,,,,147.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PETDB-2551-K-2536,K-2536,,Whole Rock,58.28,-155.12,,,VOLCANIC_ARC,DACITE,"HILDRETH, 2000[2551]",CALC[73547],,62.09,0.66,16.34,,,,,6.1,,0.13,3.0,5.97,,3.77,1.33,0.21,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0000000000000891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,,,,,,,338.0,,,,,,,,,,115.0,,,,,,,,,,,,,44.0,,,,,,,,,,,,,,,
PETDB-2551-K-2537,K-2537,,Whole Rock,58.28,-155.12,,,VOLCANIC_ARC,DACITE,"HILDRETH, 2000[2551]",XRF[61591],,59.77,0.74,17.14,,,,,6.51,,0.13,3.54,6.69,,3.76,1.07,0.24,,-0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,,,,,,,374.0,,,,,,,,,,103.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PETDB-2551-K-2545,K-2545,,Whole Rock,58.21,-155.07,,,VOLCANIC_ARC,DACITE,"HILDRETH, 2000[2551]",XRF[61591],,63.42,0.66,16.18,,,,,5.66,,0.13,2.55,5.38,,3.97,1.44,0.22,,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,293.0,,,,,,,,,,123.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
