Sample_ID,Material,SiO2,TiO2,Al2O3,FeO,Cr2O3,MnO,MgO,CaO,Na2O,K2O,P2O5,LOI,87Sr/86Sr,143Nd/144Nd,epsilon Nd,206Pb/204Pb,207Pb/204Pb,208Pb/204Pb,176Hf/177Hf,epsilon Hf,He,3He,4He,3He/4He,4He/3He,3He/4He(R/Ra),La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Ba,Cr,Cs,Hf,Nb,Ni,Pb,Rb,Sc,Sr,Ta,Th,U,Y,Zr,Age,Latitude,Longitude,Elevation,Depth,Tectonic,Rock,Expedition,Reference,Method,Sample_ID.1,Material.1,Elevation_km
CHRRI88-012-103,WR,50.1,1.61,14.6,10.96,,0.17,8,10.85,2.92,0.42,0.22,-0.2,0.7,0.51,8.88,18.29,15.49,37.77,,,,,,,,,,,,11.92,3.63,,,,,,,,,,,,,,,,,6.01,,163.4,,,,,,,16.63,-46.48,-3900,3900,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",RIDELENTE ,"DOSSO, 1993",NN; IGN; MS; MS-ID,CHRRI88-012-103,WR,-3.9
VEM0033-2-009-002,GL,50.1,1.27,15.53,8.9,,0.16,8.23,11.46,2.78,0.12,0.13,,0.7,0.51,7.76,18.25,15.49,38,,,,,,,,,,,,9.06,3.08,,,,,,,,,,,,,,,,,1.19,,124,,,,,,,-49.81,119.18,-3323,3323,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",V3302 ,"KLEIN, 1988; KLEIN, 1991; MELSON, 2003",,VEM0033-2-009-002,GL,-3.323
DUF0107-008-002,WR,50.1,1.37,17.03,,,0.14,7.77,10.1,3.86,0.23,0.19,,0.7,0.51,8.6,17.77,15.44,37.7,0.28,14.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-27.34,66.34,-4550,4550,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",MD107 (EDUL) ,"MEYZEN, 2005; BEZOS, 2005",,DUF0107-008-002,WR,-4.55
HAK9303-001-F1,GL,50.1,1.29,16.3,9,,0.15,8.29,11.4,3.08,0.15,0.16,,,,,,,,,,,,,,87858.02,8.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-25.38,69.98,-3886,3886,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",KH93-03 ,"NISHIO, 1999",,HAK9303-001-F1,GL,-3.886
CYA1982-018-001,GL,50.11,1.91,15.59,9.78,,0.12,7.53,11.51,3.17,0.21,,,0.7,0.51,9.23,18.39,15.49,37.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35,0.14,,,,12.86,-103.96,-2650,2650,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",CYANA1982 (CYATHERM) ,"PRINZHOFER, 1989; HEKINIAN, 1989; BEN OTHMAN, 1990",EMP; MS; MS-ID,CYA1982-018-001,GL,-2.65
NADNAUD-021-004,GL,50.11,1.45,14.94,9.84,,0.26,7.81,12.16,2.72,0.09,,,0.7,0.51,9.85,,,,,,,,,,78492.94,9.1,,,,,,,,,,,,,,,,,,2.48,,,,,,,,,,,93.74,,-18.75,-113.43,-2723,2723,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",NAUDUR ,"SCHIANO, 1997; MARTY, 1999; DAVID, 2000",MS; EMP; MS-ID,NADNAUD-021-004,GL,-2.723
NADVE89-016-002,WR,50.11,1.45,15.4,9.99,,0.16,8.44,11.08,2.84,0.13,0.13,-0.19,0.7,0.51,9.01,18.47,15.5,37.97,0.28,14.44,,,,,,,,,,3.61,1.41,,,,,,,,,,,,,,,,,0.54,,134.8,,,,,,,10.71,-40.89,-5065,5065,FRACTURE_ZONE,"IVM, igneous:volcanic:mafic",VEMANAUTE ,"DOSSO, 1993; AGRANIER, 2005",NN; IGN; MS; MS-ID; MC-ICP-MS,NADVE89-016-002,WR,-5.065
EWI0004-006-002,GL,50.12,1.43,14.45,11.09,,0.19,7.54,12.18,2.33,0.12,0.11,,,,,,,,,,,,,,89621.8,7.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9,-91.18,-1778,1778,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",EW0004 ,"CUSHMAN, 2004; GRAHAM, 2007",EMP; MS,EWI0004-006-002,GL,-1.778
ALV1567-1653,GL,50.12,1.24,15.74,,,,8.3,12.31,2.5,0.09,0.13,,0.7,,,18.23,15.46,38.36,0.28,16.9,,,,,86948,8.22,,,,,,,,,,,,,,,,,,,,,,1.12,,,,,,,,,9.84,-104.29,-2846,2846,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",ALVIN 1567 ,"FORNARI, 1988; ALLAN, 1989; MELSON, 2003; SARDA, 1988",MS-ID; EMP,ALV1567-1653,GL,-2.846
ALV2392-009,GL,50.12,1.3,15.41,,,0.18,8.47,12.07,2.55,0.09,0.12,,0.7,0.51,10.9,18.26,15.47,37.67,0.28,14.96,,,,,,,3.1,9.7,1.75,8.9,2.89,1.09,3.96,0.72,4.4,1.03,2.74,0.44,2.71,0.42,7.67,304,,2.17,2.23,112.1,,0.94,37,117,0.15,0.11,0.05,29.4,85.7,,9.85,-104.32,-2510,2510,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",ALVIN 2392 ,"LUNDSTROM, 1999; GOSS, 2010; SIMS, 2002",EMP; ICPMS; MC-ICP-MS; TIMS,ALV2392-009,GL,-2.51
NAUGARR-002-002,WR,50.12,1.13,15.26,,,0.16,8.1,12.71,2.41,0.05,0.1,-0.61,0.7,0.51,13.79,17.83,15.36,37.12,,,,,,,,,1.63,5.9,1.15,6.47,2.48,0.97,3.49,0.65,4.48,0.98,2.81,0.42,2.68,0.41,2.25,383,,1.7,0.89,67.8,,0.23,40.8,79.7,0.07,0.05,0.02,24.3,55.9,,-13.47,-111.37,-3257,3257,FRACTURE_ZONE,"IVM, igneous:volcanic:mafic",NAUTILE-GARRETT ,"HEKINIAN, 1995; WENDT, 1999; BEZOS, 2005",XRF; MS; ICPMS; EMP; ICPAES,NAUGARR-002-002,WR,-3.257
TRI0138-002-003,GL,50.12,0.96,16.67,8.14,,0.17,8.84,11.93,2.39,0.08,0.07,,0.7,0.51,6.83,,,,0.28,17.72,,,,,105263.16,6.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.05,-27.35,-2975,2975,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",TR138 ,"KURZ, 1982; MELSON, 2003",MS; EMP,TRI0138-002-003,GL,-2.975
CHR0098-017,WR,50.12,1.54,15.36,9.99,,0.17,7.73,11.52,2.9,0.21,0.15,,,0.51,9.29,18.4,15.48,37.85,0.28,14.43,,,,,,,3.3,10.5,1.81,9.79,3.39,1.24,4.7,0.79,5.31,1.11,3.31,0.46,3.02,0.45,11.5,,,,,,0.24,1.76,,132,,,,29.1,102,,24.47,-46.25,-4350,4350,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",CH98 (MAPCO) ,"DEBAILLE, 2006",MC-ICP-MS; ICPMS; ICPAES,CHR0098-017,WR,-4.35
END0113-035-001,GL,50.13,1.55,15.69,10.53,,0.18,8.19,11.48,2.54,,0.07,,0.7,0.51,10.77,18.22,15.47,37.63,0.28,15.74,,,,,,,2.46,8.58,,8.53,3.29,,,,,,,,,,,,,2.51,,,0.26,0.38,,88.9,,0.08,0.04,,,,-22.53,-114.47,-2912,2912,SPREADING_CENTER, ,EN113 ,"HANAN, 1989; SCHILLING, 1985; FONTIGNIE, 1991; KINGSLEY, 2007; KINGSLEY, 2002",MS; EMP; MC-ICP-MS; HR-ICP-MS; MS-ID; ICPMS,END0113-035-001,GL,-2.912
CHR0098-013,WR,50.13,1.57,15.07,11.21,,0.19,7.73,11.65,3.03,0.17,0.15,,,0.51,8.84,18.63,15.5,38.06,0.28,15.14,,,,,,,3.15,10.2,1.79,9.9,3.5,1.28,5.06,0.86,5.83,1.23,3.67,0.52,3.38,0.5,13.6,,,,,,0.33,1.63,,120,,,,31.3,103,,29.93,-42.77,-3300,3300,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",CH98 (MAPCO) ,"DEBAILLE, 2006",MC-ICP-MS; ICPMS; ICPAES,CHR0098-013,WR,-3.3
MELWEST-10-065-009,GL,50.14,1.73,14.7,10.08,0.06,0.14,7.66,11.58,2.68,0.14,0.14,,0.7,0.51,7.8,17.87,15.48,37.56,0.28,12.34,,,,,85543.2,8.35,3.62,,,10.9,3.74,,,,,,,,,,19,,,,2.93,,0.45,1.28,,115,,0.15,0.07,,,,-43.08,91.09,-2512,2512,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",WEST10MV ,"MAHONEY, 2002; CHRISTIE, 2004; GRAHAM, 2006",,MELWEST-10-065-009,GL,-2.512
ALV2772-002,GL,50.14,1.52,14.38,10.1,,0.17,7.32,12.08,2.6,0.12,0.14,,0.7,0.51,10.9,18.28,15.5,37.76,0.28,14.29,,,,,,,3.5,11,1.9,9.74,3.37,1.3,4.9,0.89,5.6,1.2,3.3,,3.5,0.51,10,,,3,3.4,52,,1,,,,,,,,,9.87,-104.28,-2555,2555,OFF-AXIS_SPREADING_CENTER,"IVM, igneous:volcanic:mafic",ALVIN 2772 ,"MELSON, 2003; SIMS, 2003",EMP; MS; MC-ICP-MS; ICPMS-ID,ALV2772-002,GL,-2.555
TRI0123-001-006,GL,50.14,1.17,14.79,10.24,,0.2,7.84,12.06,2.15,0.11,0.11,,0.7,0.51,9.58,18.6,15.51,38.18,0.28,20.85,,,,,90909.09,7.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.23,-37.15,-3100,3100,SPREADING_CENTER, ,TR123 ,"KURZ, 1982; MELSON, 2003",EMP; CALC; MS,TRI0123-001-006,GL,-3.1
HLY0102-011-026,GL,50.14,,,,,,7.74,,,0.34,,,0.7,0.51,7.9,17.97,15.43,37.73,,,,,,,,,4.41,,,10.9,,,,,,,,,,,73.6,,,,,,,7.15,,174,,0.32,0.09,,,,83.01,-6.34,-3996,3996,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",HEALY 0102 ,"GOLDSTEIN, 2008",TIMS; EMP; ICPMS,HLY0102-011-026,GL,-3.996
MELPHNX-2-097-002,GL,50.15,2.05,14.53,11.25,,0.22,6.74,11.46,3.12,0.19,0.21,,0.7,0.51,10.48,18.27,15.48,37.58,,,,,,,,,4.42,13.4,2.37,11.8,3.83,1.37,4.95,0.86,5.73,1.21,3.44,0.47,3.22,0.49,15.8,143,0.02,2.75,3.92,56.1,0.49,1.56,41.4,129,0.23,0.21,0.09,32.7,111,,11.36,-103.74,-2848,2848,OFF-AXIS_SPREADING_CENTER,"IVM, igneous:volcanic:mafic",PHNX02MV ,"NIU, 1999",EMP; ICPMS,MELPHNX-2-097-002,GL,-2.848
TULCUR2-022-001,GL,50.15,1.14,15.73,9.1,,0.16,8.65,12.58,2.24,0.12,0.11,,0.7,0.51,10.18,18.58,15.47,37.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.45,-129.04,-2890,2890,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",CUROSS2 ,"COUSENS, 1995",EMP; MS,TULCUR2-022-001,GL,-2.89
MET41/2-140-001,GL,50.15,1.03,16.08,9.11,,0.18,8.97,12.22,2.23,0.07,0.22,,0.7,0.51,11.92,,,,0.28,21.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.97,-13.4,-3670,3670,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",METEOR 41/2 ,"PAULICK, 2010; MOELLER, 2002",TIMS; MC-ICP-MS; EMP,MET41/2-140-001,GL,-3.67
MELWEST-10-090-001,GL,50.16,1.66,15.28,10.72,0.06,0.14,7.19,11.12,3.23,0.11,0.13,,0.7,0.51,6.28,17.84,15.48,37.61,,,,,,,90415.91,7.9,3.74,11.06,1.88,9.82,3.32,1.15,,0.76,5.16,1.12,3.45,0.54,3.31,0.54,9.87,268.7,,2.57,2.45,86.8,0.48,0.72,38.9,149.1,0.22,0.16,0.07,34.1,98.7,,-47.71,98.16,-2644,2644,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",WEST10MV ,"MAHONEY, 2002; CHRISTIE, 2004",,MELWEST-10-090-001,GL,-2.644
GIL7904-001-004,GL,50.16,1.69,14.92,10.77,,,7.39,11.68,2.54,0.09,0.14,,,,,,,,,,,,,,85954.96,8.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.83,-108.13,-3100,3100,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",GS79-04 ,"KURZ, 1982; MELSON, 2003",EMP; MS-ID; CALC,GIL7904-001-004,GL,-3.1
SCL771-R1,GL,50.17,1.25,16.52,8.66,,0.16,7.95,12.16,2.58,0.16,0.14,,0.7,0.51,12.97,17.94,15.35,37.24,,,,,,,,,4.66,11.35,1.78,8.87,3.02,1.08,3.87,0.69,4.51,0.97,2.79,0.42,2.66,0.42,40.7,,0.04,2.11,5.64,,0.45,3.68,38.2,140.7,0.33,0.33,0.08,28.8,78.2,,42.76,-126.74,-3090,3090,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",SEACLIFF-771 ,"DAVIS, 2008",EMP; ICPMS,SCL771-R1,GL,-3.09
AMKBRAV-3359,GL,50.17,1.24,14.73,20.74032035,,0.19,7.81,11.96,2.62,0.06,0.07,,,,,,,,,,,,,,72886.3,9.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.15,-43.18,,,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",SHINKAI 6500 D297 ,"BURNARD, 2003",MS; EMP,AMKBRAV-3359,GL,
DAR0057-027-001-1B,WR,50.17,1.57,16.58,9.92,,0.17,7.12,11.4,2.86,0.27,0.16,,0.7,0.51,10.09,18.43,15.47,37.83,,,,,,,,,,,,,,,,,,,,,,,15.77,266.7,0.03,2.95,3.45,111.81,0.54,2.48,35.06,130.4,0.21,0.2,0.27,35.74,114.1,,23.84,-46.37,-5160,5160,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",CD57 ,"LAWSON, 1996",XRF; ICPMS,DAR0057-027-001-1B,WR,-5.16
MOA8801-017-026,GL,50.17,1.29,15.61,,,0.16,8.61,11.73,2.83,0.03,0.12,,0.7,0.51,8.11,18.61,15.47,38.09,0.28,13.72,,,,,,,1.91,8.05,1.41,8.91,3.09,1.19,3.87,0.77,4.86,1.01,3.06,0.49,2.88,0.43,3,427,0.01,2.22,1.2,105,0.23,0.6,38.4,118,0.08,0.07,0.02,27,79,,-50.22,127.42,-3100,3100,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",MW8801 ,"PYLE, 1992; PYLE, 1995; PYLE, 1994; HANAN, 2004",,MOA8801-017-026,GL,-3.1
POLANT4-4-006-002,WR,50.17,1.69,16.23,9.02,,0.18,7.96,9.68,3.94,0.41,0.29,0.88,0.7,0.51,7.14,18.74,15.55,38.54,,,,,,,,,11,26,3.65,16.7,4.52,1.52,5.25,0.91,5.7,1.23,3.59,0.52,3.31,0.51,82.4,,0.12,3.43,14.5,,1.08,7.97,,202,,1.23,0.33,36.2,162,,-52.35,13.13,-4000,4000,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",ANT IV-4,"LE ROEX, 1992; JANNEY, 2005",,POLANT4-4-006-002,WR,-4
ALV3031-003,GL,50.18,1.2,15.57,9.07,,0.15,8.1,12.47,2.42,0.09,0.1,,,,,,,,,,,,,,84231.81,8.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.83,-104.29,-2502,2502,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",ALVIN 3031 ,"MELSON, 2003; GREGG, 2000",EMP; MS; CALC,ALV3031-003,GL,-2.502
CHR0078-008-020,WR,50.18,2.2,14.73,11.53,,0.2,7.15,10.34,3.4,0.21,0.22,-0.28,0.7,0.51,9.48,18.86,15.56,38.49,,,,,,,,,,,,16.31,5.45,,,,,,,,,,,,,,,,,0.94,,138.4,,,,,,,10.62,-40.83,-4339,4339,FRACTURE_ZONE, ,CH78-2,"BOUGAULT, 1988; DOSSO, 1991",XRF; MS; MS-ID,CHR0078-008-020,WR,-4.339
EWI0004-045-002,GL,50.19,1.24,14.99,10.36,,0.18,8.09,11.96,2.25,0.09,0.07,,,,,,,,,,,,,,100745.52,7.09,,,,,,,,,,,,,,,,,,,,,,,,76.3,,,,,,,2.44,-93.35,-2341,2341,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",EW0004 ,"CUSHMAN, 2004; GRAHAM, 2007",EMP; MS,EWI0004-045-002,GL,-2.341
MELVULC-5-039-057,GL,50.19,1.51,16.72,8.78,,,7.64,10.91,3.35,0.16,0.16,,0.7,0.51,8.04,,,,,,,,,,88183.42,8.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-58.65,-16.21,-3822,3822,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",VULC05MV ,"LE ROEX, 1985; KURZ, 1998; MELSON, 2003",MS; EMP,MELVULC-5-039-057,GL,-3.822
MOA8801-005-001,GL,50.19,1.34,15.96,9.24,,0.16,8.06,11.04,2.96,0.12,0.14,,0.7,0.51,7.8,18.24,15.48,38,0.28,14.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-48.68,126.52,-4600,4600,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",MW8801 ,"PYLE, 1992; PYLE, 1994; HANAN, 2004",,MOA8801-005-001,GL,-4.6
MELWEST-10-081-001,GL,50.2,1.52,14.69,9.45,0.06,0.16,7.53,12.18,2.74,0.12,0.13,,0.7,0.51,7.28,17.88,15.48,37.55,,,,,,,91457.84,7.81,3.02,9.54,1.7,8.83,3,1.11,,0.72,4.61,1.02,2.88,0.46,2.8,0.43,14.2,318.4,,2.26,2.16,92.3,0.38,0.78,36.6,123.6,0.14,0.1,0.04,29.3,84.2,,-45.17,95.59,-3200,3200,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",WEST10MV ,"MAHONEY, 2002; CHRISTIE, 2004",,MELWEST-10-081-001,GL,-3.2
ALV2746-009,GL,50.2,1.27,15.58,9.16,,0.17,8.48,12.19,2.6,0.12,0.11,,0.7,0.51,11.1,18.25,15.45,37.65,0.28,14.29,,,,,,,2.8,8.7,1.5,7.97,2.78,1.1,4.2,0.74,4.6,1,2.7,,2.8,0.42,10,,,2.4,2.5,98,,0.8,,,,,,,,,9.82,-104.29,-2533,2533,OFF-AXIS_SPREADING_CENTER,"IVM, igneous:volcanic:mafic",ALVIN 2746 ,"SIMS, 2003",MS; MC-ICP-MS; ICPMS-ID; EMP,ALV2746-009,GL,-2.533
ALV4076-1854,WR,50.2,1.37,14.8,11.2,,0.22,8.48,11.7,2.65,0.07,0.28,2,,,,18.49,15.55,38.15,,,,,,,,,1.91,7.26,1.43,8.24,3.17,1.11,4.74,0.84,5.83,1.23,3.39,,3.29,0.51,3.24,354,0.01,2.05,0.88,88,0.3,,40.2,84,0.08,0.05,0.01,34,76,,-22.88,-112.06,,,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",ALVIN 4076 ,"POLLOCK, 2009",DCP; ICPMS; TIMS; IGN,ALV4076-1854,WR,
ALV4082-1702,WR,50.2,2.52,12.6,15.7,,0.23,6.18,9.4,2.82,0.06,0.57,1.3,,,,18.47,15.55,38.1,,,,,,,,,4.29,15.04,2.78,15.04,5.3,1.57,6.31,1.05,8.39,1.8,4.3,,5.23,0.77,3.96,29,,2.9,2.85,37,0.31,,43.1,86,0.24,0.11,0.05,49,132,,-22.97,-111.88,,,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",ALVIN 4082 ,"POLLOCK, 2009",DCP; ICPMS; TIMS; IGN,ALV4082-1702,WR,
ALVIN2958-005,WR,50.2,1.81,14.8,11.55,,0.2,6.6,11.75,2.55,0.24,0.16,-0.07,0.7,0.51,10.4,,,,,,,,,,,,4.4,13,,12.1,4.21,1.49,5.61,,7.09,,4.48,,4.24,,18,179,,,4.5,69,,2.1,46.6,111,,,,44.8,119,,44.43,-130.15,-2549,2549,FRACTURE_ZONE,"IVM, igneous:volcanic:mafic",ALVIN 2958 ,"CORDIER, 2007",ICPAES; IGN; TIMS; ICPMS,ALVIN2958-005,WR,-2.549
ATAPACA2-001-001,WR,50.2,1.58,14.6,10.75,,0.18,7.3,11.9,2.82,0.2,0.17,-0.21,0.7,0.51,8.82,18.82,15.55,38.2,0.28,12.75,,,,,,,4.94,14.4,2.22,12.32,3.94,1.56,5,0.93,6.22,1.32,3.71,,3.72,0.5,16.8,,,2.89,3.74,,6.51,,,144,0.32,0.27,0.1,39,112,,-52.53,-118.35,-2323,2323,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",PACANTARCTIC2 ,"HAMELIN, 2010; HAMELIN, 2011; MOREIRA, 2008",ICPAES; IGN; ICPMS; TIMS,ATAPACA2-001-001,WR,-2.323
ATAPACA2-003-003,WR,50.2,2.01,13.75,13,,0.22,6.45,10.6,3.04,0.21,0.19,-0.29,0.7,0.51,9.25,18.7,15.53,38.09,0.28,13.12,,,,,,,4.98,14.79,2.47,13.28,4.6,1.63,5.95,1.1,7.34,1.59,4.57,,4.34,0.64,13.4,,,3.61,4.4,,0.6,,,134,0.36,0.27,0.09,46,140,,-51.79,-117.96,-2397,2397,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",PACANTARCTIC2 ,"HAMELIN, 2010; HAMELIN, 2011; MOREIRA, 2008",ICPAES; IGN; ICPMS; TIMS,ATAPACA2-003-003,WR,-2.397
ATAPACA2-007-004,WR,50.2,2.03,13.9,12.95,,0.21,6.38,11.1,3,0.21,0.2,-0.24,0.7,0.51,8.78,18.74,15.53,38.15,0.28,12.84,,,,,,,6.22,17.67,2.76,14.3,4.57,1.67,6.09,1.1,7.28,1.6,4.54,,4.23,0.63,26.6,,,3.7,6.86,,0.69,,,140,0.56,0.44,0.15,45,144,,-50.24,-117.05,-2220,2220,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",PACANTARCTIC2 ,"HAMELIN, 2010; HAMELIN, 2011",ICPAES; IGN; ICPMS; TIMS,ATAPACA2-007-004,WR,-2.22
ATAPACA2-033-001,WR,50.2,2.1,13.9,12.8,,0.21,6.63,10.95,2.84,0.15,0.22,-0.42,0.7,0.51,8.66,18.82,15.56,38.24,0.28,11.99,,,,,,,5.44,16.2,2.7,14.32,4.83,1.7,6.21,1.13,7.59,1.64,4.85,,4.48,0.64,13.4,,,3.75,4.79,,0.53,,,130,0.48,0.27,0.11,47,145,,-44.87,-112.25,-2374,2374,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",PACANTARCTIC2 ,"HAMELIN, 2010; HAMELIN, 2011",ICPAES; IGN; ICPMS; TIMS,ATAPACA2-033-001,WR,-2.374
ATN0011-23-022205-0335,WR,50.2,1.34,14.8,10.9,,0.17,7.92,11.7,2.54,0.07,0.22,1.1,,,,18.41,15.55,38,,,,,,,,,2.34,8.11,1.52,8.39,2.98,1.06,4.43,0.79,5.2,1.07,3.05,,3.05,0.46,2.2,313,,1.46,1.24,93,0.08,0.03,33.3,89,0.1,0.04,0.04,30,81,,-22.98,-111.89,-3884,3884,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",AT11-23-23,"POLLOCK, 2009",DCP; ICPMS; TIMS; IGN,ATN0011-23-022205-0335,WR,-3.884
ATN0011-23-022305-0320,WR,50.2,1.69,13.9,12.4,,0.22,7.55,11,2.77,0.06,0.38,1.2,,,,18.48,15.55,38.05,,,,,,,,,3.19,10.77,1.93,10.4,3.76,1.23,5.17,0.87,6.35,1.39,3.69,,3.63,0.58,3.79,210,,2.11,2.06,76,0.35,,41.7,93,0.15,0.07,0.01,38,88,,-22.97,-111.88,,,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",AT11-23-23,"POLLOCK, 2009",DCP; ICPMS; TIMS; IGN,ATN0011-23-022305-0320,WR,
LEE86NC-3-002,GL,50.2,1.07,16.4,8.83,,0.16,8.92,12,2.46,0.05,0.09,,0.7,0.51,11.33,18.35,15.47,37.78,,,,,,,,,2.5,7.4,,7.8,2.4,0.93,,0.64,,,,,2.6,,,,,,,,,,,,,,,,,,41.34,-127.44,,,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",L3-86-NC-3,"DAVIS, 1998",EMP; ICPMS,LEE86NC-3-002,GL,
WASSOTW-033-006,GL,50.2,2.1,14.06,11.59,,,6.12,10.94,3.11,0.15,0.18,,0.7,0.51,10.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-13.22,-112.33,-2750,2750,OFF-AXIS_SPREADING_CENTER,"IVM, igneous:volcanic:mafic",SOUTHTOW ,"ITO, 1987; MELSON, 2003",MS; MS-ID; EMP,WASSOTW-033-006,GL,-2.75
SON0040-007,WR,50.2,1.34,15.6,9.071697111,,0.17,8.45,12,2.55,0.08,0.1,,0.7,0.51,9.89,18.31,15.55,37.86,,,,,,,,,1.89,7.26,,,,,,,,,,,,,,,,,,,0.33,0.11,,,,,,,,,-38.78,-92.31,-2600,2600,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",SO040 ,"BACH, 1996",XRF; TITR; MS; MS-ID,SON0040-007,WR,-2.6
SON0040-047,WR,50.2,1.1,16.1,8.347690993,,0.16,8.58,12.5,2.63,0.08,0.08,,0.7,0.51,9.81,19.1,15.69,38.45,,,,,,,,,1.61,6.02,,,,,,,,,,,,,,,,,,,,0.23,,94.1,,,,,,,-36.88,-97.17,-3212,3212,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",SO040 ,"BACH, 1996",XRF; TITR; MS; MS-ID,SON0040-047,WR,-3.212
CHR0031-011,GL,50.2,1.58,14.9,11.7,,0.19,8.39,11.5,2.53,0.11,0.17,,0.7,0.51,10.69,,,,,,,,,,79400,7.93,4.44,11.6,1.9,9.78,3.3,1.28,4.24,0.85,5.58,1.18,3.42,0.51,3.4,0.52,31.3,,,,,,,2.58,,96.4,,,,29.4,,,36.83,-33.26,-2660,2660,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",CH31 ,"STAUDACHER, 1989; MARTY, 1998; NISHIO, 1999; NISHIO, 1998; NISHIO, 2007",MS; CALC; XRF; MC-ICP-MS; ICPMS,CHR0031-011,GL,-2.66
TRI0138-006-001,GL,50.2,1.65,15.46,9.92,,0.17,7.47,10.62,3.06,0.11,0.18,,0.7,0.51,12.87,17.8,15.42,37.33,0.28,23.23,,,,,84033.61,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.04,-28.93,-3370,3370,SPREADING_CENTER, ,TR138 ,"KURZ, 1982; MELSON, 2003; ANDRES, 2004",EMP; CALC; MS; DCP,TRI0138-006-001,GL,-3.37
CHRRI88-028-103,GL,50.2,1.43,15.2,10.2,,0.16,8.14,11.64,2.57,0.09,0.13,-0.74,0.7,0.51,10.49,18.29,15.52,37.8,,,,,,,,,2.86,9.54,,9.24,3.28,,,,,,,,,,,,,,,,0.37,0.61,,113.6,,0.11,0.04,,,,21.82,-45.22,-3072,3072,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",RIDELENTE ,"DOSSO, 1993; HEMOND, 2006",NN; IGN; MS; MS-ID,CHRRI88-028-103,GL,-3.072
CHRRI88-009-301,WR,50.2,1.54,14.67,10.86,,0.16,8.24,10.86,2.75,0.26,0.19,-0.39,0.7,0.51,9.93,17.98,15.55,37.73,,,,,,,,,,,,11.65,3.59,,,,,,,,,,,,,,,,,3.81,,165.5,,,,,,,15.74,-46.59,-3600,3600,SPREADING_CENTER,"IVM, igneous:volcanic:mafic",RIDELENTE ,"DOSSO, 1993",NN; IGN; MS; MS-ID,CHRRI88-009-301,WR,-3.6
